survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1BF18BBB87,2005-03-31 16:51:59,2005-03-31,2005,90,3,2,H,DMM04252.R3A,RINH,17020016,567,82,2005-04-10,UC_Sthd,2004,2005,NA,NA,NA,NA,NA,NA,NA,NA,UpColumbia,Columbia,NA,NA
0,3D9.1BF1A65B5F,2005-04-01 22:19:08,2005-04-01,2005,91,3,2,W,MBL05078.WWR,WALLAR,17070102,509.015,228,2005-03-19,MC_Sthd,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Walla Walla,NA,NA
0,3D9.1BF1F6A77B,2005-04-03 22:13:39,2005-04-03,2005,93,3,2,W,MBL05041.WWR,WALLAR,17070102,509.015,218,2005-02-10,MC_Sthd,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Walla Walla,NA,NA
0,3D9.1BF203F35A,2005-04-07 20:19:01,2005-04-07,2005,97,3,2,H,DMM04256.R3A,RINH,17020016,567,70,2005-04-10,UC_Sthd,2004,2005,NA,NA,NA,NA,NA,NA,NA,NA,UpColumbia,Columbia,NA,NA
0,3D9.1BF20099F2,2005-04-08 10:42:57,2005-04-08,2005,98,3,2,W,WHW05077.MS1,JDAR2,17070201,351.326,189,2005-03-18,MC_Sthd,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,John Day,NA,NA
0,3D9.1BF2004557,2005-04-08 14:24:46,2005-04-08,2005,98,3,2,H,RER04315.OSH,HOODWF,17070105,273.020.024,NA,2005-03-24,Not_listed,2004,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Hood,NA,NA
0,3D9.1BF0F2721A,2005-04-09 20:50:41,2005-04-09,2005,99,3,2,W,SMF05061.E09,UMAR,17070103,465.008,158,2005-03-03,MC_Sthd,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
1,3D9.1BF1CEB3DB,2005-04-11 17:49:38,2005-04-11,2005,101,3,2,W,MBL05076.WWR,WALLAR,17070102,509.015,219,2005-03-17,MC_Sthd,2005,2005,NA,1,2006-08-06,B2A,NA,NA,2006-11-13,other ORB 509.010,BelowConf,Walla Walla,NA,NA
0,3D9.1BF1A33E01,2005-04-11 22:25:04,2005-04-11,2005,101,3,2,W,SMF05084.E17,UMAR,17070103,465.008,158,2005-03-26,MC_Sthd,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Umatilla,NA,NA
0,3D9.1BF1A24EC7,2005-04-12 19:58:59,2005-04-12,2005,102,3,2,W,MBL05084.WWR,WALLAR,17070102,509.015,214,2005-03-25,MC_Sthd,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Walla Walla,NA,NA
