survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1C2D3B8668,2011-03-17 00:47:43,2011-03-17,2011,76,1,1,H,MJB10172.KH2,KLIH,17070106,290.069,85,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D3D1626,2011-03-17 06:07:05,2011-03-17,2011,76,1,1,H,MJB10175.KH2,KLIH,17070106,290.069,84,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D4974B0,2011-03-17 13:24:42,2011-03-17,2011,76,1,1,H,MJB10172.KH1,KLIH,17070106,290.069,80,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D4BB1AC,2011-03-17 15:20:00,2011-03-17,2011,76,1,1,H,MJB10172.KH2,KLIH,17070106,290.069,94,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D4A3437,2011-03-17 19:49:58,2011-03-17,2011,76,1,1,H,MJB10172.KH1,KLIH,17070106,290.069,88,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D3CDD9C,2011-03-17 20:22:06,2011-03-17,2011,76,1,1,H,MJB10175.KH1,KLIH,17070106,290.069,NA,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2DC55820,2011-03-17 21:48:06,2011-03-17,2011,76,1,1,H,JAR10270.RB1,PELTON,17070306,328.161,NA,2011-04-03,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Deschutes,NA,NA
0,3D9.1C2D3CF354,2011-03-17 21:57:40,2011-03-17,2011,76,1,1,H,MJB10175.KH1,KLIH,17070106,290.069,78,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D3E2D73,2011-03-17 21:58:36,2011-03-17,2011,76,1,1,H,MJB10172.KH2,KLIH,17070106,290.069,84,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D498667,2011-03-17 22:38:14,2011-03-17,2011,76,1,1,H,MJB10172.KH2,KLIH,17070106,290.069,72,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D4B3482,2011-03-18 01:37:02,2011-03-18,2011,77,1,1,H,MJB10172.KH2,KLIH,17070106,290.069,84,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D3D16F8,2011-03-18 02:13:26,2011-03-18,2011,77,1,1,H,MJB10172.KH2,KLIH,17070106,290.069,79,2011-03-15,Not_listed,2010,2011,2009,NA,NA,NA,NA,NA,NA,NA,BelowConf,Klickitat,NA,NA
0,3D9.1C2D79A60C,2011-03-18 02:21:36,2011-03-18,2011,77,1,1,W,JEB11070.024,PERTAL,17070306,328.161,150,2011-03-11,Not_listed,2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,BelowConf,Deschutes,NA,NA
