survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,513273173D,1999-04-16 03:21:34,1999-04-16,1999,106,1,2,W,PAK98309.NT1,IMNTRP,17060102,522.308.007,88,1998-11-05,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5131381C3A,1999-04-18 19:55:59,1999-04-18,1999,108,1,2,W,PAK98309.NT1,IMNTRP,17060102,522.308.007,98,1998-11-05,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,52197C1716,1999-04-23 17:13:31,1999-04-23,1999,113,1,2,W,JMH98264.SRT,SECESR,17060208,522.303.215.059.030,82,1998-09-21,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,52406E1B50,1999-04-23 17:41:51,1999-04-23,1999,113,1,2,W,JAH99079.NT2,IMNTRP,17060102,522.308.007,124,1999-03-20,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51321D4467,1999-04-24 15:08:36,1999-04-24,1999,114,1,2,W,PAK98310.NT1,IMNTRP,17060102,522.308.007,115,1998-11-06,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5135423F58,1999-04-24 19:42:12,1999-04-24,1999,114,1,2,W,PAK98317.NT1,IMNTRP,17060102,522.308.007,84,1998-11-13,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51300A264D,1999-04-24 20:11:00,1999-04-24,1999,114,1,2,W,PAK98314.NT1,IMNTRP,17060102,522.308.007,94,1998-11-10,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,201E0F5261,1999-04-24 20:20:59,1999-04-24,1999,114,1,2,W,PAK98310.NT1,IMNTRP,17060102,522.308.007,97,1998-11-06,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51334E3D1C,1999-04-24 20:35:46,1999-04-24,1999,114,1,2,W,PAK98314.NT1,IMNTRP,17060102,522.308.007,107,1998-11-10,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,507A2C7E34,1999-04-24 20:38:56,1999-04-24,1999,114,1,2,W,PAK98293.NT1,IMNTRP,17060102,522.308.007,91,1998-10-20,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,513136181C,1999-04-25 01:04:00,1999-04-25,1999,115,1,2,W,PAK98310.NT1,IMNTRP,17060102,522.308.007,103,1998-11-06,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,7F7A120914,1999-04-25 02:03:21,1999-04-25,1999,115,1,2,W,PAK98314.NT1,IMNTRP,17060102,522.308.007,99,1998-11-10,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5104596760,1999-04-25 09:57:02,1999-04-25,1999,115,1,2,W,JMH98232.LCT,LAKEC,17060208,522.303.215.059.045.001,68,1998-08-20,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,517F2D1E02,1999-04-25 10:00:41,1999-04-25,1999,115,1,2,W,JPW98265.PRT,PAHTRP,17060202,522.303.489.002,103,1998-09-22,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,51327A1364,1999-04-25 12:10:23,1999-04-25,1999,115,1,2,W,PAK98314.NT1,IMNTRP,17060102,522.308.007,125,1998-11-10,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,512F4A7066,1999-04-25 14:49:33,1999-04-25,1999,115,1,2,W,PAK98310.NT1,IMNTRP,17060102,522.308.007,104,1998-11-06,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5236185F65,1999-04-25 14:50:10,1999-04-25,1999,115,1,2,W,JAH99083.NT1,IMNTRP,17060102,522.308.007,98,1999-03-24,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51351D2452,1999-04-25 15:02:03,1999-04-25,1999,115,1,2,W,PAK98295.NT1,IMNTRP,17060102,522.308.007,87,1998-10-22,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5130577105,1999-04-25 15:13:44,1999-04-25,1999,115,1,2,W,JAH99062.NT1,IMNTRP,17060102,522.308.007,110,1999-03-03,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,1F50105A27,1999-04-25 16:01:48,1999-04-25,1999,115,1,2,W,JAH97305.LK4,LAKEC,17060208,522.303.215.059.045.001,79,1997-11-01,SR_Ch1,1997,1998,1996,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,51321B663B,1999-04-25 19:52:17,1999-04-25,1999,115,1,2,W,PAK98296.NT1,IMNTRP,17060102,522.308.007,93,1998-10-23,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,517F0C0134,1999-04-26 00:40:01,1999-04-26,1999,116,1,2,W,KAA98308.LSF,LSFTRP,17060208,522.303.215.058,93,1998-11-04,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,5133264F0D,1999-04-26 02:16:27,1999-04-26,1999,116,1,2,W,PAK98314.NT1,IMNTRP,17060102,522.308.007,95,1998-11-10,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51362A3D5E,1999-04-26 02:20:39,1999-04-26,1999,116,1,2,W,PAK98314.NT1,IMNTRP,17060102,522.308.007,86,1998-11-10,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5258084A45,1999-04-26 05:33:18,1999-04-26,1999,116,1,2,W,JAH99083.NT1,IMNTRP,17060102,522.308.007,119,1999-03-24,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51320E6D1E,1999-04-26 06:46:09,1999-04-26,1999,116,1,2,W,PAK98310.NT1,IMNTRP,17060102,522.308.007,110,1998-11-06,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51361A1F12,1999-04-26 06:58:00,1999-04-26,1999,116,1,2,W,PAK98293.NT1,IMNTRP,17060102,522.308.007,99,1998-10-20,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,5130562873,1999-04-26 12:51:18,1999-04-26,1999,116,1,2,W,JAH99068.NT1,IMNTRP,17060102,522.308.007,111,1999-03-10,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,517F416277,1999-04-26 13:12:33,1999-04-26,1999,116,1,2,W,JPW98272.PRT,PAHTRP,17060202,522.303.489.002,103,1998-09-29,SR_Ch1,1998,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
1,416D353434,1999-04-26 15:00:17,1999-04-26,1999,116,1,2,W,KAA98266.LSF,LSFTRP,17060208,522.303.215.058,72,1998-09-23,SR_Ch1,1998,1999,1997,2,NA,NA,2001-06-03,GRA,NA,NA,Snake,Salmon,NA,NA
0,52361B7444,1999-04-26 15:30:58,1999-04-26,1999,116,1,2,W,JAH99077.NT1,IMNTRP,17060102,522.308.007,135,1999-03-18,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,51326E5C36,1999-04-26 17:12:39,1999-04-26,1999,116,1,2,W,JAH99067.NT2,IMNTRP,17060102,522.308.007,105,1999-03-08,SR_Ch1,1999,1999,1997,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
