survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1BF167792C,2003-04-01 21:37:26,2003-04-01,2003,91,1,2,W,JNL02119.SRT,SECESR,17060208,522.303.215.059.030,76,2002-04-29,SR_Ch1,2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF169AB50,2003-04-26 17:09:27,2003-04-26,2003,116,1,2,W,JAH02311.NT1,IMNTRP,17060102,522.308.007,98,2002-11-07,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF16909B9,2003-04-27 14:48:49,2003-04-27,2003,117,1,2,W,JAH02303.NT2,IMNTRP,17060102,522.308.007,92,2002-10-30,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1693748,2003-04-27 20:53:32,2003-04-27,2003,117,1,2,W,JAH02311.NT1,IMNTRP,17060102,522.308.007,81,2002-11-07,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF13A38B9,2003-04-28 13:32:16,2003-04-28,2003,118,1,2,W,JAH02303.NT2,IMNTRP,17060102,522.308.007,80,2002-10-30,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF13A2EF9,2003-04-28 16:17:58,2003-04-28,2003,118,1,2,W,JAH02325.NT1,IMNTRP,17060102,522.308.007,100,2002-11-21,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF165EECD,2003-04-29 13:32:28,2003-04-29,2003,119,1,2,W,JJL03075.PRT,PAHTRP,17060202,522.303.489.002,111,2003-03-16,SR_Ch1,2003,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF13A17E8,2003-04-29 19:41:11,2003-04-29,2003,119,1,2,W,JAH02309.NT1,IMNTRP,17060102,522.308.007,96,2002-11-05,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF16A14E9,2003-04-29 20:30:43,2003-04-29,2003,119,1,2,W,JAH02309.NT1,IMNTRP,17060102,522.308.007,107,2002-11-05,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF12F5AF2,2003-04-29 20:36:50,2003-04-29,2003,119,1,2,W,JAH02289.NT1,IMNTRP,17060102,522.308.007,103,2002-10-16,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
