survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1BF0E04C10,2000-04-24 07:09:42,2000-04-24,2000,115,1,2,W,JAH99302.NT1,IMNTRP,17060102,522.308.007,98,1999-10-29,SR_Ch1,1999,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0DED4F3,2000-04-24 15:54:18,2000-04-24,2000,115,1,2,W,JAH99302.NT1,IMNTRP,17060102,522.308.007,94,1999-10-29,SR_Ch1,1999,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0EDC018,2000-04-25 12:30:25,2000-04-25,2000,116,1,2,W,JAH00074.NT1,IMNTRP,17060102,522.308.007,127,2000-03-14,SR_Ch1,2000,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0F8D81E,2000-04-25 15:01:30,2000-04-25,2000,116,1,2,W,JAH00089.NT1,IMNAHR,17060102,522.308,120,2000-03-30,SR_Ch1,2000,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0E042A0,2000-04-25 17:05:54,2000-04-25,2000,116,1,2,W,JAH99302.NT1,IMNTRP,17060102,522.308.007,85,1999-10-29,SR_Ch1,1999,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0DEE9C2,2000-04-25 19:52:47,2000-04-25,2000,116,1,2,W,JAH99302.NT1,IMNTRP,17060102,522.308.007,81,1999-10-29,SR_Ch1,1999,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0E042B8,2000-04-25 23:07:58,2000-04-25,2000,116,1,2,W,JAH99302.NT1,IMNTRP,17060102,522.308.007,95,1999-10-29,SR_Ch1,1999,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1BF0ED4135,2000-04-26 06:57:42,2000-04-26,2000,117,1,2,W,JAH00088.NT1,IMNTRP,17060102,522.308.007,118,2000-03-28,SR_Ch1,2000,2000,1998,3,2003-03-31,B2A,2003-04-19,GRA,2003-04-14,other IHA 522.016,Snake,Imnaha,NA,NA
0,3D9.1BF0EC51C9,2000-04-26 07:50:35,2000-04-26,2000,117,1,2,W,JAH00089.NT1,IMNAHR,17060102,522.308,115,2000-03-30,SR_Ch1,2000,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF0F5F7FF,2000-04-26 10:36:49,2000-04-26,2000,117,1,2,W,JAH00087.NT1,IMNTRP,17060102,522.308.007,123,2000-03-27,SR_Ch1,2000,2000,1998,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
