survived,tag_id,juv_datetime,juv_date,year,julian,species,run,rear_type,file_id,rel_site,rel_huc,rel_rkm,length,rel_date,esu_type,tag_year,migr_year,brood_year,salt_yrs,ad_bon_date,ad_bon_proj,ad_lgr_date,ad_lgr_proj,ad_other_date,ad_other_proj,rel_basin,rel_subbasin,trans_dam,exclude
0,3D9.1BF1B4229D,2004-04-26 11:41:57,2004-04-26,2004,117,1,2,W,JJL04082.PRT,PAHTRP,17060202,522.303.489.002,110,2004-03-22,SR_Ch1,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1A0CFE5,2004-04-28 17:21:44,2004-04-28,2004,119,1,2,W,JAH04074.NT1,IMNTRP,17060102,522.308.007,111,2004-03-14,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1A072F3,2004-04-28 21:00:32,2004-04-28,2004,119,1,2,W,JAH04073.NT1,IMNTRP,17060102,522.308.007,125,2004-03-13,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1BF1D871C9,2004-04-28 21:05:52,2004-04-28,2004,119,1,2,W,JAH04082.NT1,IMNTRP,17060102,522.308.007,103,2004-03-22,SR_Ch1,2004,2004,2002,2,2006-06-09,B2A,2006-07-18,GRA,2006-06-30,other IHA 522.016,Snake,Imnaha,NA,NA
0,3D9.1BF17B3121,2004-04-30 03:37:23,2004-04-30,2004,121,1,2,W,JAH03311.NT1,IMNTRP,17060102,522.308.007,92,2003-11-07,SR_Ch1,2003,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF17BE781,2004-04-30 11:46:22,2004-04-30,2004,121,1,2,W,JAH03290.NT1,IMNTRP,17060102,522.308.007,87,2003-10-17,SR_Ch1,2003,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1D8AF88,2004-04-30 23:16:01,2004-04-30,2004,121,1,2,W,JAH04077.NT1,IMNTRP,17060102,522.308.007,119,2004-03-17,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF17B672A,2004-05-01 11:39:53,2004-05-01,2004,122,1,2,W,JAH03304.NT1,IMNTRP,17060102,522.308.007,114,2003-10-31,SR_Ch1,2003,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
1,3D9.1BF1A03075,2004-05-01 12:18:10,2004-05-01,2004,122,1,2,W,JAH04084.NT1,IMNTRP,17060102,522.308.007,102,2004-03-24,SR_Ch1,2004,2004,2002,3,2007-05-21,B2A,2007-06-02,GRA,2007-05-29,other IHA 522.016,Snake,Imnaha,NA,NA
0,3D9.1BF1CCE922,2004-05-01 22:25:22,2004-05-01,2004,122,1,2,W,JAH04070.NT1,IMNTRP,17060102,522.308.007,100,2004-03-10,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1B480E0,2004-05-01 23:41:12,2004-05-01,2004,122,1,2,W,JJL04079.PRT,PAHTRP,17060202,522.303.489.002,104,2004-03-19,SR_Ch1,2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF15656D1,2004-05-02 01:49:19,2004-05-02,2004,123,1,2,W,JJL03321.PRT,PAHTRP,17060202,522.303.489.002,92,2003-11-17,SR_Ch1,2003,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1A03806,2004-05-02 03:31:41,2004-05-02,2004,123,1,2,W,JAH04082.NT1,IMNTRP,17060102,522.308.007,109,2004-03-22,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1A05C9D,2004-05-02 11:56:07,2004-05-02,2004,123,1,2,W,JAH04081.NT1,IMNTRP,17060102,522.308.007,116,2004-03-21,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1B361EC,2004-05-02 21:13:14,2004-05-02,2004,123,1,2,W,JNL03273.LCT,LAKEC,17060208,522.303.215.059.045.001,66,2003-09-30,SR_Ch1,2003,2004,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1A086F3,2004-05-03 00:13:29,2004-05-03,2004,124,1,2,W,JAH04083.NT1,IMNTRP,17060102,522.308.007,105,2004-03-22,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1E92DBB,2004-05-03 15:31:26,2004-05-03,2004,124,1,2,W,JAH04074.NT1,IMNTRP,17060102,522.308.007,115,2004-03-14,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1CCF694,2004-05-03 20:56:50,2004-05-03,2004,124,1,2,W,JAH04072.NT1,IMNTRP,17060102,522.308.007,107,2004-03-12,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1987A69,2004-05-03 21:13:11,2004-05-03,2004,124,1,2,H,ACG04105.RR1,RRETAL,17020010,763,178,2004-04-14,UC_Ch23,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,UpColumbia,Columbia,NA,NA
0,3D9.1BF1D87787,2004-05-03 21:51:27,2004-05-03,2004,124,1,2,W,JAH04074.NT1,IMNTRP,17060102,522.308.007,106,2004-03-14,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1B20D47,2004-05-04 00:09:48,2004-05-04,2004,125,1,2,W,JNL03235.SRT,SECESR,17060208,522.303.215.059.030,72,2003-08-23,SR_Ch1,2003,2004,NA,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1B8342D,2004-05-04 14:35:56,2004-05-04,2004,125,1,2,H,JLV04029.JH5,JOHNSC,17060208,522.303.215.060.024.015,116,2004-03-15,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1A87233,2004-05-04 16:27:08,2004-05-04,2004,125,1,2,H,CAP04043.M61,KNOXB,17060208,522.303.215.112,NA,2004-03-22,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1CD0C24,2004-05-04 22:10:10,2004-05-04,2004,125,1,2,W,JAH04071.NT1,IMNTRP,17060102,522.308.007,106,2004-03-11,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF1CCF35E,2004-05-05 00:47:10,2004-05-05,2004,126,1,2,W,JAH04075.NT1,IMNTRP,17060102,522.308.007,111,2004-03-15,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Imnaha,NA,NA
0,3D9.1BF17A9CB6,2004-05-05 01:05:20,2004-05-05,2004,126,1,2,W,JNL02284.SRT,SECESR,17060208,522.303.215.059.030,65,2002-10-11,SR_Ch1,2002,2003,2001,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
0,3D9.1BF1AD7175,2004-05-05 05:45:07,2004-05-05,2004,126,1,2,H,LRB04042.MCD,KNOXB,17060208,522.303.215.112,NA,2004-03-22,SR_Ch1,2004,2004,2002,NA,NA,NA,NA,NA,NA,NA,Snake,Salmon,NA,NA
